"topicstats"	"keywords"	"top7books"	"next5books, biggestauth, datequartiles"	"label"	"category"	"comments"
"TOPIC 98 pct corpus = 1.128% doc entropy = 10.7419 word length = 4.8900 coherence = -20331.2907 rank 1 docs = 0.0159 r1 ratio = 1.41"	"just going people because something things knew thing get got how anything thought know made even wanted came being went say might always ever else those tell everybody told right make everything nobody see away seemed think happened little anybody put done somebody same kind place really getting having gone old looking whole thinking talk talking trying doing saying while look around such first nothing looked enough until seen coming "	"0.229 | Barnes, Carolyn | Laura Secord | 1981 0.214 | Lish, Gordon | Peru : a novel | 1986 0.209 | Ferris, Helen Josephine | This happened to me; stories of r | 1929 0.187 | Heyliger, William | Yours truly, Jerry Hicks | 1929 0.185 | Atkinson, Hugh | Grey's valley : the legend : a no | 1986 0.163 | Murray, Albert | Train whistle guitar | 1974 0.162 | Murray, Albert | The spyglass tree | 1991 "	"0.158 | Glaspell, Susan | Fidelity | 1915 0.14 | Fisher, Dorothy Canfield | Paul Revere and the minute men | 1950 0.139 | Coffin, Robert P. Tristram (Ro | Red sky in the morning | 1935 0.139 | White, William Lindsay | What people said, a novel | 1938 0.137 | Allen, Kate | Just a little lie : an Alison Kai | 1999 Sinclair, Upton = 1.44% 1926-1968"	"diffuse: 'something / nothing / anything / anybody / somebody.'"	"uncategorized dimension of style"	
"TOPIC 99 pct corpus = 1.287% doc entropy = 11.1711 word length = 4.9750 coherence = -42495.1333 rank 1 docs = 0.0028 r1 ratio = 0.218"	"herself woman girl eyes face saw see made hand head look thought took away looked hers how mind turned looking hair told gave left sister seen first hands found take side women heard own though daughter still dress put name once place find make knew felt last lady brought moment taken tell behind caught alone door taking let close making beside husband know arm arms heart kept between seeing person "	"0.117 | McKay, Deborah | Eve's longing : the infinite poss | 1992 0.109 | Green, Julien | The Closed garden | 1928 0.109 | King, Stephen | The girl who loved Tom Gordon | 1999 0.105 | Green, Julien | Avarice house | 1927 0.105 | Hill, Linda | Change of heart : a novel | 1999 0.104 | Esterházy, Péter | She loves me | 1997 0.102 | Barrett, Andrea | Lucid stars | 1988 "	"0.097 | Gearhart, Sally Miller | The wanderground : stories of the | 1979 0.097 | Stewart, Jean | Warriors of Isis | 1995 0.096 | Hull, Helen R. (Helen Rose) | Mayling Soong Chiang | 1943 0.095 | Browne, Lewis | All things are possible : an apoc | 1935 0.092 | Hoban, Russell | Bedtime for Frances Pictures by G | 1960 Unknown Author = 0.21% 1926-1989"	"feminine protagonist or central character"	"uncategorized dimension of style"	
"TOPIC 100 pct corpus = 0.446% doc entropy = 9.8044 word length = 4.3750 coherence = -25854.9854 rank 1 docs = 0.0209 r1 ratio = 4.686"	"got just around old big little get right doc good town maybe ever thing even pretty red let boy ai head how started under sure look finally lot kind along real boys something while took run hell guess everybody those high front somebody bad whole feet enough show hot nobody see put fat looked ham pants getting hard stuck kept still folks because made top hit hat mouth nose going "	"0.301 | Davis, Clyde Brion | Northend Wildcats | 1938 0.195 | Gerard, Charles | Illinois River hokeypokey | 1969 0.189 | Gipson, Fred | Cowhand: the story of a working c | 1953 0.171 | Gipson, Fred | Hound-dog man | 1949 0.171 | Daugharty, Janice | Earl in the yellow shirt : a nove | 1997 0.164 | Peck, Robert Newton | A day no pigs would die | 1972 0.161 | Harris, Mark | A ticket for a seamstitch : Henry | 1956 "	"0.161 | Davis, Burke | The summer land | 1965 0.161 | Bradford, Roark | John Henry | 1931 0.16 | Shapiro, Irwin | John Henry and the double jointed | 1945 0.151 | Erickson, John R | The mopwater files | 1997 0.15 | Manfred, Frederick Feikema | The man who looked like the Princ | 1965 Manfred, Frederick Feikema = 0.68% 1938-1976"	"Westerns or  American regionalism"	"nationalities,  ethnicities, or regions"	"Could say 'genre,' but compare to topic 6."
"TOPIC 101 pct corpus = 0.961% doc entropy = 10.7177 word length = 4.7400 coherence = -23330.9362 rank 1 docs = 0.0117 r1 ratio = 1.217"	"man eyes looked face head hand black white red stood sat hands little turned hair grey blue behind side under came door voice mouth against dark table brown small hat walked across went arm feet looking held big put took chair thin look old nose slowly lips green shook smiled round right fingers coat front yellow shoulders three leaned between shoulder light forward tall legs arms high smile short nodded "	"0.257 | Wallace, Robert | The author : a poem | 1983 0.238 | Chandler, Raymond | The smell of fear | 1959 0.227 | Chandler, Raymond | The simple art of murder | 1950 0.227 | Hammett, Dashiell | The Maltese falcon; | 1930 0.205 | Cain, Paul | Seven slayers | 1966 0.205 | Butler, Ellis Parker | Red Head and Whistle Breeches | 1915 0.173 | Aṣlān, Ibrāhīm | Evening lake and other stories | 1990 "	"0.163 | Jones, Glyn | Selected short stories | 1971 0.154 | Onetti, Juan Carlos | No man's land | 1994 0.151 | Chandler, Raymond | Trouble is my business | 1939 0.148 | Chandler, Raymond | The big sleep | 1945 0.146 | Hammett, Dashiell | The glass key | 1931 Chandler, Raymond = 0.78% 1934-1968"	"restrained, clinical description by hardboiled detectives and others"	"physical description"	"This is tough. Chandler and Dashiell  Hammett are definitely in the same genre, so it's tempting to call this a genre (hardboiled detective fiction). But the number of rank-1 documents is low for the size of the topic, and entropy is high. Plus there are several other genres here. I'm going to call this a kind of description that happens to be prominent in detective fiction."
"TOPIC 102 pct corpus = 0.273% doc entropy = 9.6542 word length = 5.4400 coherence = -29284.7217 rank 1 docs = 0.0112 r1 ratio = 4.103"	"president senator committee vote state people men man mayor public election meeting office political party chairman our politics house great speech members its country campaign secretary against hall crowd day town candidate city elected right speaker member many votes senate government governor united washington press states old convention paper say congress friends good county law national gentlemen these power make council those new news republican read made white citizens newspaper "	"0.258 | Gorham, George C | Roscoe Conkling vindicated | 1888 0.247 | Fetridge, William Harrison | So you want to be a politician! | 1939 0.216 | Unknown Author | How much is in it? Solid for cash | 1881 0.211 | Drury, Allen | Capable of honor; a novel | 1966 0.208 | Blythe, Samuel George | A western Warwick | 1916 0.204 | Unknown Author | How much is in it? Solid for cash | 1881 0.198 | Unknown Author | Cleveland. The ex-president's vis | 1892 "	"0.187 | Drury, Allen | Advise and consent | 1959 0.184 | McMasters, William Henry | Revolt : an American novel | 1919 0.18 | Michael, W | Memorial addresses on the life an | 1891 0.17 | Drury, Allen | A shade of difference; a novel | 1962 0.164 | Pearson, Drew | The senator. [1st ed.] | 1968 Drury, Allen = 3.01% 1905-1962"	"Tales of US politics"	"genres"	"Not a huge number of rank-1 documents, but then, it's not a huge topic. The strong representation of Drury suggests it counts as a genre, and entropy is below 10."
"TOPIC 103 pct corpus = 0.598% doc entropy = 10.9152 word length = 4.9150 coherence = -36085.0863 rank 1 docs = 0.0003 r1 ratio = 0.05"	"woman old man wife husband young years women children house men son life family daughter mother child married people home dead died girl three year age death lived sister own law many boy ago brother name first live father always living younger day another widow twenty five born still story four days used marriage left even since those older wives poor second whose once small called sons hair thirty daughters "	"0.132 | Lear, Edward | The book of nonsense to which is  | 1888 0.1 | Wyatt, Patricia | Keepers of the dream | 1995 0.094 | Morton, Frederick William | Woman in epigram; | 1898 0.089 | Simmons, Patricia Worth | Yesterday's children; a photograp | 1972 0.088 | Unknown Author | Forbidden fruit and other short s | 1994 0.086 | Stein, Gertrude | Blood on the dining-room floor | 1946 0.086 | Unknown Author | The Smile on the face of the tige | 1908 "	"0.085 | Bogoras, Waldemar | Tales of Yukaghir, Lamut, and Rus | 1918 0.085 | Clifton, Lucille | Generations : a memoir | 1976 0.083 | Norris, Kathleen Thompson | Hands full of living; talks with  | 1931 0.082 | Frost, Adelaide Gail | By waysides in India | 1902 0.082 | St Aubin de Terán, Lisa | The high place | 1985 Unknown Author = 0.48% 1909-1980"	"family"	"human institutions, practices, or relationships"	
"TOPIC 104 pct corpus = 0.197% doc entropy = 9.4035 word length = 4.9800 coherence = -30715.3001 rank 1 docs = 0.0078 r1 ratio = 3.959"	"island ship sea captain land islands men great ships coast shore boat sail voyage whale new sailor harbour sailed port south water natives bay man found gold vessel beach board ashore native white made many treasure sailors first among pirate days ocean trade coral crew west england wind north pirates set day seas far english dutch boats these most fish three soon good small landed came along brought saw sailing "	"0.205 | Humphrey, F[rances] A | The adventures of Columbus | 1887 0.198 | Tucker, George Fox | The boy whaleman | 1924 0.181 | Master. Spraggles, J | Master J. Spraggles, his version  | 1880 0.179 | Trowbridge, Thomas R | Grandfather's voyage around the w | 1895 0.173 | Baron, Amherst, William Amhurs | The discovery of the Solomon Isla | 1901 0.161 | Mitchell, Carleton | Beyond horizons; voyages of adven | 1953 0.16 | Pole, James T | Hawaii's first king | 1959 "	"0.159 | Liversidge, Douglas | The whale killers | 1963 0.159 | Forbes, George | Adventures in southern seas; a ta | 1920 0.149 | Unknown Author | Robinson Crusoe | 1890 0.146 | Boldrewood, Rolf | A modern buccaneer | 1894 0.144 | Malkus, Alida | Eastward sweeps the current : a s | 1937 Verne, Jules = 1.23% 1899-1944"	"sea travel (and perhaps also colonialism?)"	"technology"	
"TOPIC 105 pct corpus = 0.274% doc entropy = 8.6070 word length = 4.6850 coherence = -19146.7834 rank 1 docs = 0.0871 r1 ratio = 31.788"	"village house also day even why people asked son how days came our home these mother wife such should water many eyes ram felt towards away rice started family today mind around left food law husband body india god temple daughter mat brother while tree went sat children became face brought please evening become heart morning few nana soon used rupees looked returned father got tea give everyone take road "	"0.313 | Senapati, Fakir Mohan | A plot of land; [a short novel] | 1918 0.307 | Kāranta, Śivarāma | Choma's drum | 1978 0.28 | Vinodini | Ray of hope : short stories | 1991 0.274 | Prince. Akenzua, Humphrey Jude | Pot of life | 1996 0.271 | Dāsa, Upendrakiśora | The dying moon | 1972 0.269 | Parija, Ganesh Prasad | Gems around Jagannath : legends o | 1987 0.265 | Senapati, Fakir Mohan | Mamu = The uncle | 1918 "	"0.263 | Ṭiwāṇā, Dalīpa Kaura | Gone are the rivers = Lang gaye d | 1998 0.263 | Unknown Author | Language of love : an anthology o | 1995 0.262 | Avasthi, Rajendra | The red soil : a novel | 1982 0.262 | Unknown Author | Classic Telugu short stories | 1995 0.261 | Bandyopādhyāẏa, Tārāśaṅkara | Panchagram (Five villages) | 1971 Unknown Author = 5.85% 1973-1993"	"Stories from South Asia"	"nationalities,  ethnicities, or regions"	
"TOPIC 106 pct corpus = 0.487% doc entropy = 9.8018 word length = 5.2700 coherence = -23051.5278 rank 1 docs = 0.0335 r1 ratio = 6.879"	"police man inspector murder case detective found know death night house evidence dead body may crime chief murderer sergeant killed see left went might think story murdered got nothing policeman find told constable came room saw yes asked anything fact superintendent made seen woman information taken just tell morning knew last person course question coroner must criminal suppose yard quite arrest known motive doubt possible probably certain happened say search "	"0.241 | Adam, Hargrave Lee | The police encyclopaedia | 1910 0.234 | Nuhu, Abdul E | Crime professionals | 1987 0.214 | Collins, James H. (James Hiram | The great taxicab robbery; | 1912 0.199 | Cole, G. D. H. (George Douglas | The walking corpse | 1931 0.195 | Fielding, Archibald E | The case of the two pearl necklac | 1936 0.189 | Phillpotts, Eden | The captain's curio | 1933 0.187 | Queen, Ellery | Ellery Queen's the tragedy of Y | 1940 "	"0.185 | Fielding, Archibald | The footsteps that stopped | 1926 0.184 | Watson, John Reay | The mystery of the downs | 1918 0.183 | Street, Cecil J. C. (Cecil Joh | Body unidentified | 1938 0.182 | Stewart, Alfred W. (Alfred Wal | The eye in the museum | 1930 0.177 | Stewart, Alfred W. (Alfred Wal | A minor operation | 1937 Fletcher, J. S. (Joseph Smith) = 1.34% 1928-1936"	"detective fiction"	"genre"	"Very tightly periodized."
"TOPIC 107 pct corpus = 1.205% doc entropy = 10.7056 word length = 4.8650 coherence = -25957.0746 rank 1 docs = 0.0218 r1 ratio = 1.809"	"know himself told thought think might see say how why tell anything knew something man asked made wanted want make ca mind thing does because should mean course enough sure get nothing got saw right find things heard take suppose talk ask wo just sort else believe idea good though going took understand found matter without meant question put done ought whether better give gave seemed business let reason seen "	"0.172 | White, Henry Alexander | Beginner's history of the United  | 1926 0.169 | Lincoln, Joseph Crosby | Out of the fog | 1940 0.166 | Sinclair, May | Tales told by Simpson | 1930 0.165 | Slosson, Annie (Trumbull), Mrs | A little shepherd of Bethlehem | 1914 0.164 | Bailey, Arthur Scott | The tale of Chirpy Cricket | 1920 0.162 | Webster, Henry Kitchell | The beginners; a novel | 1927 0.161 | Webster, Henry Kitchell | The innocents : a novel | 1924 "	"0.149 | Burgess, Thornton W. (Thornton | Mother West Wind why stories | 1915 0.14 | Street, Cecil J. C. (Cecil Joh | Death of an author | 1947 0.139 | Webster, Henry Kitchell | The clock strikes two | 1928 0.135 | Malleson, Lucy Beatrice | The scarlet button | 1943 0.133 | Marks, Percy | Knave of diamonds | 1943 Lincoln, Joseph Crosby = 0.58% 1926-1957"	"hard to label"	"uncategorized"	"Big topic, high entropy, not a clear pattern in vocabulary or authors."
"TOPIC 108 pct corpus = 0.648% doc entropy = 10.4743 word length = 4.8750 coherence = -26924.1240 rank 1 docs = 0.0054 r1 ratio = 0.833"	"love life woman heart loved world am how man happy know ever women happiness because soul beautiful why passion god lover each always such beauty nothing think feel eyes thought must should dear make live true yet truth joy myself being desire say loves words most without nature marry wife believe arms marriage kiss give men own another loving day sweet hate everything kissed together self between alone pain married "	"0.226 | Mann, Hugh | Bound & Free; | 1903 0.222 | Gordon, Julien | His letters | 1892 0.214 | Unknown Author | To my beloved; the heart letters  | 1914 0.186 | Davis, See Barham | The power of conscience | 1911 0.182 | Berry, Mary Anne | A woman of uncertain age | 1909 0.181 | Platt, William | Love triumphant | 1896 0.179 | Ikram Azam | Farewell to love, a short novel | 1962 "	"0.177 | Mirabeau, Honor??-Gabriel de R | Mirabeau's love-letters | 1909 0.17 | Morton, Frederick William | Woman in epigram; | 1898 0.163 | MacLane, Mary | The story of Mary MacLane | 1902 0.163 | Unknown Author | A Woman's heart | 1906 0.158 | Walton, Eleanor Going | She who will not when she may | 1898 Unknown Author = 0.25% 1896-1922"	"love and marriage"	"human institutions, practices, or relationships"	" "
"TOPIC 109 pct corpus = 0.873% doc entropy = 10.4669 word length = 5.1300 coherence = -20221.2441 rank 1 docs = 0.0189 r1 ratio = 2.165"	"life world its even still years seemed own once knew nothing old day new first felt away place moment last something perhaps always death those days past everything things yet longer began though end each lost ever body left become know how words found eyes night many became another people mind without until alone gone same small lived few suddenly remember memory happened thought someone silence dream moved itself dead "	"0.259 | Brown, Tom | The journey | 1992 0.214 | Shane, Thomas W | When life meets death : stories o | 1998 0.191 | Platonov, Andreĭ Platonovich | Soul | 1951 0.19 | Seth, Pepita | The spirit land | 1994 0.177 | Vera, Yvonne | Without a name | 1994 0.177 | Morris, Michael Spence Lowdell | The spirit of Michael Webfoot | 1977 0.175 | Clarke, Arthur C.  (Arthur Cha | Against the fall of night | 1953 "	"0.171 | Romero, Orlando | NambÃƒÂ©--year one | 1976 0.163 | Fixel, Lawrence | Through deserts of snow | 1975 0.163 | Gomez, Jewelle | The Gilda stories | 1991 0.162 | Mahanty, Gopinath | Laya bilaya = high tide, ebb tide | 1991 0.158 | Mason, Herbert | Gilgamesh: a verse narrative | 1970 Brooks, Terry = 0.3% 1962-1990"	"spiritual and philosophic generalization"	"uncategorized dimension of style"	
"TOPIC 110 pct corpus = 0.29% doc entropy = 8.8136 word length = 5.0700 coherence = -21417.4485 rank 1 docs = 0.0531 r1 ratio = 18.31"	"men war enemy line fire guns front sergeant army machine officer gun soldiers trench road get night first company commander wounded ground man shell battalion left tank attack along behind troops officers german rifle soldier firing lieutenant field camp tanks under platoon three shells few trenches germans got battle wire going right another headquarters lines village re artillery yards jeep orders fighting dead patrol these hit corporal british command day "	"0.358 | Aldington, Richard | At all costs | 1930 0.335 | Thomason, John W. (John Willia | Fix bayonets! | 1926 0.323 | Hanley, Gerald | Monsoon victory | 1940 0.301 | Williamson, Henry | The patriot's progress, being the | 1930 0.293 | Johnson, F. B | Hour of redemption : the Ranger r | 1978 0.289 | Coyle, H. W. (Harold W.) | Sword Point : a novel | 1988 0.285 | Joly, Cyril | Take these men | 1955 "	"0.275 | Ewart, Ernest Andrew | Grapes of wrath | 1917 0.274 | Unknown Author | Stories of the Chinese People's V | 1960 0.273 | Unknown Author | Americans vs. Germans; the first  | 1942 0.271 | Henderson, Charles | Marshalling the faithful : the Ma | 1993 0.255 | Fetterless, Arthur | Battle days | 1918 Moorehead, Alan = 2.65% 1926-1968"	"war"	"event"	"We have usually characterized war as an event."
"TOPIC 111 pct corpus = 0.959% doc entropy = 10.5655 word length = 4.9200 coherence = -20368.9235 rank 1 docs = 0.0179 r1 ratio = 1.867"	"think know people just little really quite things always something course thing rather good sort though because say perhaps even kind does see seemed anything thought most sometimes suppose mean ever feel almost yes great being such might seem lot many how remember nice used often should life pretty young those same sure looked seems fact must looking bit else look different oh probably why got certainly old talk right "	"0.252 | Christie, Agatha | Elephants can remember | 1972 0.211 | Christie, Agatha | Posternof fate | 1973 0.171 | Adams, Alice | A southern exposure : a novel | 1996 0.16 | Adams, Alice | Second chances : a novel | 1988 0.154 | Stein, Gertrude | Three lives | 1933 0.151 | Pym, Barbara | Excellent women / Barbara Pym | 1952 0.148 | Adams, Alice | Superior women | 1984 "	"0.148 | Drabble, Margaret | A summer bird-cage | 1962 0.145 | Klein, Norma | It's OK if you don't love me | 1977 0.142 | Pym, Barbara | Excellent women | 1977 0.141 | Adams, Alice | Families and survivors, by Alice  | 1975 0.14 | Winslow, Thyra (Samter) Mrs | My own, my native land | 1935 Christie, Agatha = 0.87% 1926-1968"	"writers who are mid-20c women?"	"uncategorized"	"vocabulary is very general, and I don't see a consistent genre"
"TOPIC 112 pct corpus = 0.033% doc entropy = 8.7779 word length = 4.9100 coherence = -66834.8480 rank 1 docs = 0.0008 r1 ratio = 2.424"	"smith brown eve pierce wells georgia crystal rose skip thought cally canning asked larch know how knew iris gladden bourn lam told smithy man barrow smiths men angel might speck new hunt tell candy tay name boles heard course see petunia away saw house whittle both called good st view olive cloud night seen martins also gaunt day falls wondered say although went first apple leg hoop curly sure nightingale "	"0.126 | Irving, John | The cider house rules : a novel | 1985 0.071 | Marshall, Bruce | A foot in the grave | 1987 0.062 | Neumann, Robert | Children of Vienna | 1946 0.051 | Smith, Gregory J. (Gregory Jon | Operation master planet | 1986 0.047 | Trevor, William | The love department | 1966 0.046 | Snow, C. P. (Charles Percy) | The masters | 1951 0.046 | Machen, Arthur | The Canning wonder | 1925 "	"0.045 | Bacon, Edgar Samuel | Hi frosh | 1967 0.043 | Allen, Marie T. [from old cata | Bobs and nabobs | 1882 0.042 | Smith, Lee | Black Mountain breakdown | 1980 0.041 | Randolph | Iris | 1882 0.04 | Cram, Mildred | Scotch Valley | 1928 Irving, John = 3.7% 1912-1963"	"proper names?"	"uncategorized"	"This seems quite odd."
"TOPIC 113 pct corpus = 0.475% doc entropy = 10.0547 word length = 4.6650 coherence = -33194.6959 rank 1 docs = 0.0154 r1 ratio = 3.242"	"even though those being old having its own course might whose re god age less once love least always while years still our rather self say since perhaps fact called kind such most later because sort eye except why sense behind both word mean today poor nose everyone private anyone local enough also female boy century male someone point whatever public among family anyway life quite actually simply often middle "	"0.18 | Porter, Hal | The clairvoyant goat, and other s | 1981 0.146 | Berger, Thomas | Who is Teddy Villanova? | 1977 0.122 | Thomas, D. M | News from the front | 1983 0.122 | West, Paul | The women of Whitechapel and Jack | 1991 0.117 | Theroux, Alexander | Three wogs. - | 1972 0.115 | Hauser, Marianne | The memoirs of the late Mr. Ashle | 1986 0.112 | Brooks, John | The expert | 1973 "	"0.11 | Duffy, Bruce | The world as I found it | 1987 0.109 | Burgess, Anthony | Any old iron / Anthony Burgess | 1989 0.108 | West, Paul | The universe, and other fictions  | 1988 0.106 | Stern, Steve | A plague of dreamers : three nove | 1994 0.105 | Adair, Gilbert | Love and death on Long Island | 1990 Calisher, Hortense = 0.76% 1967-1986"	"late-20c writers with literary aspiration"	"genre"	"It perhaps seems odd to call 'literary aspiration' a genre, but these writers tend to be award- winning. There is little popular fiction here. Entropy is just barely above 10, and the topic is tightly periodized"
"TOPIC 114 pct corpus = 0.576% doc entropy = 10.1027 word length = 4.5100 coherence = -24049.7512 rank 1 docs = 0.0146 r1 ratio = 2.535"	"upon heart its great love night earth light eyes world yet sun shall day life soul song may sweet golden joy beauty our moon heaven sea stars far while ever beautiful land voice glory nor white within star deep dream hand still music whose words though many gold sky let spirit dark above old bright each forth fair waters death thus sing high those air wind god alone beneath away "	"0.408 | Thorpe, Rose (Hartwick) | Curfew must not ring to-night | 1883 0.369 | Arnold, Edwin, Sir | The light of Asia : or, The great | 1885 0.364 | Longfellow, Henry Wadsworth | Evangeline | 1882 0.343 | Longfellow, Henry Wadsworth | Evangeline, a tale of Acadie | 1882 0.336 | Garrett, Thomas Ellwood | The masque of the muses | 1885 0.309 | Sharp, William | Re-issue of the shorter stories o | 1903 0.303 | De Kroyft, Helen (Aldrich), Mr | Mortara | 1887 "	"0.293 | Morris, William | The story of Sigurd the volsng | 1896 0.276 | Longfellow, Henry Wadsworth | The song of Hiawatha. Centennial  | 1882 0.274 | Murray, W. H. H. (William Henr | The doom of Mamelons. A legend of | 1888 0.269 | Macleod, Fiona | The washer of the ford, and other | 1896 0.268 | Sharp, William | The sin-eater ; The washer of the | 1905 Sharp, William = 0.65% 1893-1917"	"e20c poetic diction"	"uncategorized/ style"	
"TOPIC 115 pct corpus = 0.861% doc entropy = 10.5026 word length = 5.3300 coherence = -21417.3259 rank 1 docs = 0.0147 r1 ratio = 1.707"	"looked turned smiled walked eyes stood sat thought head asked around felt nodded toward moment slowly saw face laughed began looking seemed suddenly shook see man watched hand took quickly stopped yes moved little still room away voice came went something few stared almost look knew think spoke know smile himself held door glanced hands small leaned watching quietly started smiling men opened reached heard waited just finally paused each "	"0.2 | Sudak, Eunice | X | 1963 0.181 | Loomis, Edward | The charcoal horse, a novel | 1959 0.152 | Duane, Allan | The blood mother | 1972 0.147 | Goldman, William | Soldier in the rain | 1960 0.145 | Kinkopf, Eric | Shooter | 1993 0.145 | Arnold, Elliott | The commandos; a novel | 1942 0.137 | Arnold, Elliott | Tomorrow will sing | 1945 "	"0.136 | Webb, Charles Richard | The graduate | 1962 0.136 | Everett, Percival L | Cutting Lisa | 1986 0.135 | Goldman, William | Your turn to curtsy, my turn to b | 1958 0.132 | Grilley, Virginia | A shilling for Samuel | 1957 0.132 | Potok, Chaim | The chosen; a novel | 1967 Arnold, Elliott = 0.4% 1949-1981"	"human faces and expressions"	"physical"	"Mostly about physical interaction."
"TOPIC 116 pct corpus = 0.334% doc entropy = 9.4780 word length = 4.2400 coherence = -26175.7775 rank 1 docs = 0.0228 r1 ratio = 6.826"	"ai got an em goin right get re th guess see say just bud nothin know good sure ain't man n why town folks toward tell git somethin little want door feller wo how upon reckon take around ever doin says comin gettin thing yuh maybe oh make big better eyes cap'n look place job bet ca fer yeh along lookin kind business give house might talkin pretty bein things "	"0.267 | Cohen, Octavus Roy | Bigger and blacker | 1925 0.241 | Cohen, Octavus Roy | Lilies of the alley | 1931 0.234 | Mulford, Clarence Edward | The man from Bar 20; a story of t | 1918 0.228 | Mulford, Clarence Edward | Hopalong Cassidy returns | 1924 0.228 | Mulford, Clarence Edward | Rustlers' valley | 1924 0.227 | Mulford, Clarence Edward | The man from Bar 20; | 1918 0.226 | Mulford, Clarence Edward | Hopalong Cassidy takes cards | 1937 "	"0.225 | Mulford, Clarence Edward | Tex | 1922 0.221 | Day, Holman | The skipper and the skipped; bein | 1911 0.218 | Steinbeck, John | Of mice and men | 1937 0.204 | White, William Patterson | Lynch lawyers | 1920 0.2 | Mulford, Clarence Edward | Corson of the J C | 1927 Lincoln, Joseph Crosby = 3.12% 1913-1931"	"American g-droppin' dialects"	"dialect/ language"	
"TOPIC 117 pct corpus = 0.786% doc entropy = 10.2705 word length = 5.1250 coherence = -25632.2299 rank 1 docs = 0.0330 r1 ratio = 4.198"	"thought herself felt seemed looked made think why though nothing because should must began knew might always own being talk even saw wanted these people gave mind found went feeling look feel room women liked want self how kind angry perhaps sense asked once rather without tried sat something became away yet face laughed smiled less make fay child see looking ought such often really pleased smile trying voice anything "	"0.185 | Lessing, Doris May | Martha Quest : a complete novel f | 1964 0.181 | Jameson, Storm | A cup of tea for Mr. Thorgill | 1957 0.176 | Lessing, Doris May | Martha Quest | 1952 0.17 | Bentley, Phyllis Eleanor | The spinner of the years | 1929 0.155 | Jameson, Storm | The moon is making, by Storm Jame | 1937 0.155 | Swinnerton, Frank | A month in Gordon Square | 1953 0.151 | Jameson, Storm | The road from the monument | 1962 "	"0.148 | Robertson, E. Arnot (Eileen Ar | Three came unarmed | 1929 0.145 | Gray, James | Wake and remember | 1936 0.145 | Swinnerton, Frank | Rosalind passes | 1973 0.142 | Blackwood, Caroline | Good night sweet ladies | 1983 0.141 | Jameson, Storm | The green man | 1952 Jameson, Storm = 1.48% 1929-1957"	"mid-century British fiction with characters who 'think' a lot?"	"genre"	"The genre is not very clear, but the writers are all British, and they seem to share a certain literary aspiration: nothing here feels 'popular' or 'pulpy.' That is in itself a choice about genre."
"TOPIC 118 pct corpus = 0.486% doc entropy = 10.0449 word length = 4.8900 coherence = -25274.1180 rank 1 docs = 0.0109 r1 ratio = 2.243"	"know mark why asked because how told think want tell someone say wanted does knew anyone ca even yes people everyone anything re mean should else ask something believe right understand nothing thought talk until answer us question without wo help remember make happened see sure heard words tried need voice wrong being find same going left first name enough let ever truth trying hear questions head reason made still "	"0.185 | Joseph, Stephen M | Children in fear | 1974 0.166 | Gold, Herbert | Birth of a hero, a novel | 1951 0.155 | Braddon, Russell | End play | 1972 0.15 | Hoffman, Alice | Property of : a novel | 1977 0.144 | Rule, Jane | Against the season | 1971 0.132 | Rajab, Hammie | Rest in peace, dear Mother | 1982 0.131 | Anderton, C. J | Roommate wanted | 1987 "	"0.128 | Vachss, Andrew H | Choice of evil | 1999 0.124 | Keith, Lierre | Conditions of war | 1993 0.123 | Lim, Paulino Jr | Sparrows don't sing in the Philip | 1994 0.122 | Reid, Randall | Lost and found | 1975 0.12 | Hichens, Robert (Robert Smythe | That which is hidden, a novel | 1939 Vachss, Andrew H = 0.34% 1955-1990"	"verbs of speaking, asking, questions, etc?"	"uncategorized/ style"	"It's not a huge topic, but it's just not very clear what  to call this. There's not a very clear genre link — everything from children's fiction to crime fiction."
"TOPIC 119 pct corpus = 0.567% doc entropy = 10.3520 word length = 4.7850 coherence = -27117.5207 rank 1 docs = 0.0059 r1 ratio = 1.041"	"men man god blood face dead eyes death women kill crowd cried came shouted voice body die hands fight away killed saw head stood against great black fear ran feet turned hell fire heard fell others woman arms red faces us these until those nothing mouth went mad knife shouting behind even fighting began among mob pain still cry died let rage cut flesh screamed broken stared terrible another white "	"0.131 | Maḥfūẓ, Najīb | Children of the alley | 1996 0.13 | Fast, Howard | Conceived in liberty; a novel of  | 1939 0.124 | Goswami, Bonomali | Untouchables : a novel | 1994 0.12 | Miller, Calvin | The singer | 1975 0.119 | Deeping, Warwick | The king behind the king | 1914 0.119 | Cordell, Alexander | The rape of the fair country | 1959 0.113 | Azasu, Kwakuvi | The stool | 1982 "	"0.111 | Anderson, Poul | Vault of the ages / Poul Anderson | 1952 0.111 | Gold, Michael | The damned agitator ; Free! ; The | 1900 0.11 | Cary, Joyce | Aissa saved | 1932 0.11 | Sienkiewicz, Henryk | With fire and sword | 1916 0.106 | O'Flaherty, Liam | Return of the brute | 1927 Fisher, Vardis = 0.74% 1932-1968"	"violence, esp. mob violence"	"human institutions, practices, or relationships"	
