label	category	topicsize	delta	r2	sem_verdict	cohortmse	periodmse	agemse	delta_oos	r2_oos	cohortr2_oos	periodr2_oos	keywords	top7books	next5books, biggestauth, datequartiles	comments
writers who are mid-20c women?	uncategorized dimension of style	0.959	0.384803101104164	0.016323419909401	AUM	21.8756	36.1538	0.50625	0.377208588274475	0.001153167654187	0.036424046289189	0.074714184601944	think know people just little really quite things always something course thing rather good sort though because say perhaps even kind does see seemed anything thought most sometimes suppose mean ever feel almost yes great being such might seem lot many how remember nice used often should life pretty young those same sure looked seems fact must looking bit else look different oh probably why got certainly old talk right 	0.252 | Christie, Agatha | Elephants can remember | 1972 0.211 | Christie, Agatha | Posternof fate | 1973 0.171 | Adams, Alice | A southern exposure : a novel | 1996 0.16 | Adams, Alice | Second chances : a novel | 1988 0.154 | Stein, Gertrude | Three lives | 1933 0.151 | Pym, Barbara | Excellent women / Barbara Pym | 1952 0.148 | Adams, Alice | Superior women | 1984 	0.148 | Drabble, Margaret | A summer bird-cage | 1962 0.145 | Klein, Norma | It's OK if you don't love me | 1977 0.142 | Pym, Barbara | Excellent women | 1977 0.141 | Adams, Alice | Families and survivors, by Alice  | 1975 0.14 | Winslow, Thyra (Samter) Mrs | My own, my native land | 1935 Christie, Agatha = 0.87% 1926-1968	vocabulary is very general, and I don't see a consistent genre
proper names?	uncategorized dimension of style	0.033	0.862232343925712	0.002597485964796	AUM	10.1134	1.094	3.57975	0.570240391839594	-0.002507493506884	0.003210365028935	0.000782558995706	smith brown eve pierce wells georgia crystal rose skip thought cally canning asked larch know how knew iris gladden bourn lam told smithy man barrow smiths men angel might speck new hunt tell candy tay name boles heard course see petunia away saw house whittle both called good st view olive cloud night seen martins also gaunt day falls wondered say although went first apple leg hoop curly sure nightingale 	0.126 | Irving, John | The cider house rules : a novel | 1985 0.071 | Marshall, Bruce | A foot in the grave | 1987 0.062 | Neumann, Robert | Children of Vienna | 1946 0.051 | Smith, Gregory J. (Gregory Jon | Operation master planet | 1986 0.047 | Trevor, William | The love department | 1966 0.046 | Snow, C. P. (Charles Percy) | The masters | 1951 0.046 | Machen, Arthur | The Canning wonder | 1925 	0.045 | Bacon, Edgar Samuel | Hi frosh | 1967 0.043 | Allen, Marie T. [from old cata | Bobs and nabobs | 1882 0.042 | Smith, Lee | Black Mountain breakdown | 1980 0.041 | Randolph | Iris | 1882 0.04 | Cram, Mildred | Scotch Valley | 1928 Irving, John = 3.7% 1912-1963	This seems quite odd.
late-20c writers with literary aspiration	genre	0.475	0.575939230273172	0.13688376622129	AUM	71.5878	52.376	22.91325	0.838727388176142	0.120186027900703	0.174930099427425	0.032766103621571	even though those being old having its own course might whose re god age less once love least always while years still our rather self say since perhaps fact called kind such most later because sort eye except why sense behind both word mean today poor nose everyone private anyone local enough also female boy century male someone point whatever public among family anyway life quite actually simply often middle 	0.18 | Porter, Hal | The clairvoyant goat, and other s | 1981 0.146 | Berger, Thomas | Who is Teddy Villanova? | 1977 0.122 | Thomas, D. M | News from the front | 1983 0.122 | West, Paul | The women of Whitechapel and Jack | 1991 0.117 | Theroux, Alexander | Three wogs. - | 1972 0.115 | Hauser, Marianne | The memoirs of the late Mr. Ashle | 1986 0.112 | Brooks, John | The expert | 1973 	0.11 | Duffy, Bruce | The world as I found it | 1987 0.109 | Burgess, Anthony | Any old iron / Anthony Burgess | 1989 0.108 | West, Paul | The universe, and other fictions  | 1988 0.106 | Stern, Steve | A plague of dreamers : three nove | 1994 0.105 | Adair, Gilbert | Love and death on Long Island | 1990 Calisher, Hortense = 0.76% 1967-1986	It perhaps seems odd to call 'literary aspiration' a genre, but these writers tend to be award- winning. There is little popular fiction here. Entropy is just barely above 10, and the topic is tightly periodized
e20c poetic diction	uncategorized dimension of style	0.576	0.418354870387463	0.045445136333443	AUM	16.8912	26.9234	25.24625	0.33149764854142	0.032585021076874	0.018354106143876	0.041823287253015	upon heart its great love night earth light eyes world yet sun shall day life soul song may sweet golden joy beauty our moon heaven sea stars far while ever beautiful land voice glory nor white within star deep dream hand still music whose words though many gold sky let spirit dark above old bright each forth fair waters death thus sing high those air wind god alone beneath away 	0.408 | Thorpe, Rose (Hartwick) | Curfew must not ring to-night | 1883 0.369 | Arnold, Edwin, Sir | The light of Asia : or, The great | 1885 0.364 | Longfellow, Henry Wadsworth | Evangeline | 1882 0.343 | Longfellow, Henry Wadsworth | Evangeline, a tale of Acadie | 1882 0.336 | Garrett, Thomas Ellwood | The masque of the muses | 1885 0.309 | Sharp, William | Re-issue of the shorter stories o | 1903 0.303 | De Kroyft, Helen (Aldrich), Mr | Mortara | 1887 	0.293 | Morris, William | The story of Sigurd the volsng | 1896 0.276 | Longfellow, Henry Wadsworth | The song of Hiawatha. Centennial  | 1882 0.274 | Murray, W. H. H. (William Henr | The doom of Mamelons. A legend of | 1888 0.269 | Macleod, Fiona | The washer of the ford, and other | 1896 0.268 | Sharp, William | The sin-eater ; The washer of the | 1905 Sharp, William = 0.65% 1893-1917	
human faces and expressions	physical description	0.861	0.312570808483699	0.105973581949038	AUM	33.1652	77.5594	12.87625	0.280219594246727	0.090311450674612	0.028404004787195	0.084345981077099	looked turned smiled walked eyes stood sat thought head asked around felt nodded toward moment slowly saw face laughed began looking seemed suddenly shook see man watched hand took quickly stopped yes moved little still room away voice came went something few stared almost look knew think spoke know smile himself held door glanced hands small leaned watching quietly started smiling men opened reached heard waited just finally paused each 	0.2 | Sudak, Eunice | X | 1963 0.181 | Loomis, Edward | The charcoal horse, a novel | 1959 0.152 | Duane, Allan | The blood mother | 1972 0.147 | Goldman, William | Soldier in the rain | 1960 0.145 | Kinkopf, Eric | Shooter | 1993 0.145 | Arnold, Elliott | The commandos; a novel | 1942 0.137 | Arnold, Elliott | Tomorrow will sing | 1945 	0.136 | Webb, Charles Richard | The graduate | 1962 0.136 | Everett, Percival L | Cutting Lisa | 1986 0.135 | Goldman, William | Your turn to curtsy, my turn to b | 1958 0.132 | Grilley, Virginia | A shilling for Samuel | 1957 0.132 | Potok, Chaim | The chosen; a novel | 1967 Arnold, Elliott = 0.4% 1949-1981	Mostly about physical interaction.
American g-droppin' dialects	dialect / language	0.334	0.721957441755815	0.083625125285296	AUM	152.1634	50.2232	0.625	0.684517283013532	0.053274720021305	0.085649654937242	0.038836576985299	ai got an em goin right get re th guess see say just bud nothin know good sure ain't man n why town folks toward tell git somethin little want door feller wo how upon reckon take around ever doin says comin gettin thing yuh maybe oh make big better eyes cap'n look place job bet ca fer yeh along lookin kind business give house might talkin pretty bein things 	0.267 | Cohen, Octavus Roy | Bigger and blacker | 1925 0.241 | Cohen, Octavus Roy | Lilies of the alley | 1931 0.234 | Mulford, Clarence Edward | The man from Bar 20; a story of t | 1918 0.228 | Mulford, Clarence Edward | Hopalong Cassidy returns | 1924 0.228 | Mulford, Clarence Edward | Rustlers' valley | 1924 0.227 | Mulford, Clarence Edward | The man from Bar 20; | 1918 0.226 | Mulford, Clarence Edward | Hopalong Cassidy takes cards | 1937 	0.225 | Mulford, Clarence Edward | Tex | 1922 0.221 | Day, Holman | The skipper and the skipped; bein | 1911 0.218 | Steinbeck, John | Of mice and men | 1937 0.204 | White, William Patterson | Lynch lawyers | 1920 0.2 | Mulford, Clarence Edward | Corson of the J C | 1927 Lincoln, Joseph Crosby = 3.12% 1913-1931	
mid-century British fiction with characters who 'think' a lot?	genre	0.786	0.214829414024744	0.025419921864793	AUM	15.7126	59.5818	2.29675	0.208325305462118	0.01087731900759	0.015450393302217	0.041253654587566	thought herself felt seemed looked made think why though nothing because should must began knew might always own being talk even saw wanted these people gave mind found went feeling look feel room women liked want self how kind angry perhaps sense asked once rather without tried sat something became away yet face laughed smiled less make fay child see looking ought such often really pleased smile trying voice anything 	0.185 | Lessing, Doris May | Martha Quest : a complete novel f | 1964 0.181 | Jameson, Storm | A cup of tea for Mr. Thorgill | 1957 0.176 | Lessing, Doris May | Martha Quest | 1952 0.17 | Bentley, Phyllis Eleanor | The spinner of the years | 1929 0.155 | Jameson, Storm | The moon is making, by Storm Jame | 1937 0.155 | Swinnerton, Frank | A month in Gordon Square | 1953 0.151 | Jameson, Storm | The road from the monument | 1962 	0.148 | Robertson, E. Arnot (Eileen Ar | Three came unarmed | 1929 0.145 | Gray, James | Wake and remember | 1936 0.145 | Swinnerton, Frank | Rosalind passes | 1973 0.142 | Blackwood, Caroline | Good night sweet ladies | 1983 0.141 | Jameson, Storm | The green man | 1952 Jameson, Storm = 1.48% 1929-1957	The genre is not very clear, but the writers are all British, and they seem to share a certain literary aspiration: nothing here feels 'popular' or 'pulpy.' That is in itself a choice about genre.
verbs of speaking, asking, questions, etc?	uncategorized dimension of style	0.486	0.267327046547441	0.064647001995837	SDM	12.1112	33.3134	1.32	0.200197085133742	0.054311312881046	0.024786482681495	0.124909104692549	know mark why asked because how told think want tell someone say wanted does knew anyone ca even yes people everyone anything re mean should else ask something believe right understand nothing thought talk until answer us question without wo help remember make happened see sure heard words tried need voice wrong being find same going left first name enough let ever truth trying hear questions head reason made still 	0.185 | Joseph, Stephen M | Children in fear | 1974 0.166 | Gold, Herbert | Birth of a hero, a novel | 1951 0.155 | Braddon, Russell | End play | 1972 0.15 | Hoffman, Alice | Property of : a novel | 1977 0.144 | Rule, Jane | Against the season | 1971 0.132 | Rajab, Hammie | Rest in peace, dear Mother | 1982 0.131 | Anderton, C. J | Roommate wanted | 1987 	0.128 | Vachss, Andrew H | Choice of evil | 1999 0.124 | Keith, Lierre | Conditions of war | 1993 0.123 | Lim, Paulino Jr | Sparrows don't sing in the Philip | 1994 0.122 | Reid, Randall | Lost and found | 1975 0.12 | Hichens, Robert (Robert Smythe | That which is hidden, a novel | 1939 Vachss, Andrew H = 0.34% 1955-1990	It's not a huge topic, but it's just not very clear what  to call this. There's not a very clear genre link — everything from children's fiction to crime fiction.
violence, esp. mob violence	human institutions, practices, or relationships	0.567	0.789595485269279	0.039281204567273	AUM	80.1208	23.1962	16.443	0.740875411017464	0.024450295378242	0.167381697765424	0.070072119024638	men man god blood face dead eyes death women kill crowd cried came shouted voice body die hands fight away killed saw head stood against great black fear ran feet turned hell fire heard fell others woman arms red faces us these until those nothing mouth went mad knife shouting behind even fighting began among mob pain still cry died let rage cut flesh screamed broken stared terrible another white 	0.131 | Maḥfūẓ, Najīb | Children of the alley | 1996 0.13 | Fast, Howard | Conceived in liberty; a novel of  | 1939 0.124 | Goswami, Bonomali | Untouchables : a novel | 1994 0.12 | Miller, Calvin | The singer | 1975 0.119 | Deeping, Warwick | The king behind the king | 1914 0.119 | Cordell, Alexander | The rape of the fair country | 1959 0.113 | Azasu, Kwakuvi | The stool | 1982 	0.111 | Anderson, Poul | Vault of the ages / Poul Anderson | 1952 0.111 | Gold, Michael | The damned agitator ; Free! ; The | 1900 0.11 | Cary, Joyce | Aissa saved | 1932 0.11 | Sienkiewicz, Henryk | With fire and sword | 1916 0.106 | O'Flaherty, Liam | Return of the brute | 1927 Fisher, Vardis = 0.74% 1932-1968	
simple diction?	uncategorized dimension of style	0.869	0.53049738699757	0.013542375846734	SDM	20.1804	17.996	3.867	0.328167781891309	0.001709930772418	0.018746754232829	0.043338580458006	man old himself went came men see told saw made took house night young going got take put get away tell day belle knew hand friend found good door gone heard life fellow name gave place mind brother thought left know head coming thing called give wife home let woman looking seen look money morning face days brought once make hands boy turned dead how say done sat taken next 	0.129 | Montague, Margaret Prescott | Uncle Sam of Freedom Ridge | 1920 0.125 | Castlemon, Harry | The white beaver; | 1899 0.121 | Hall, Mannie | Brother stud | 1979 0.117 | Waterloo, Stanley | How it looks | 1888 0.117 | Unknown Author | The famous historie of Fryer Baco | 1886 0.11 | Morris, Richard | Misshapen banana | 1990 0.104 | Walker, Bertrand N. O | Tales of the bark lodges | 1920 	0.103 | Sepúlveda, Luis | The old man who read love stories | 1993 0.103 | Delaney, Frank | Telling the pictures | 1993 0.103 | Castlemon, Harry | The pony express rider | 1898 0.099 | Deland, Margaret | The hands of Esau | 1914 0.098 | Hemingway, Ernest | The old man and the sea | 1952 Unknown Author = 0.17% 1900-1965	High entropy, large topic. There are some books for children here, but entropy is too high to call this a genre.
family	human institutions, practices, or relationships	0.313	0.487257481798045	0.005904323423896	AUM	3.9708	4.1344	0.49525	0.479651115787499	-0.000348269072612	0.002123277830804	0.001730794647794	father son mother old grandfather daughter brother family boy house young years home own child see heard our name say parents sons age how always us tell told brothers even died born voice because hear saying both called between life law why year remember fathers first younger grandson heart death proud older words blood room yes though know sister hand speak being right loved tears eyes pride except children brought 	0.075 | Hoban, Russell | Bedtime for Frances Pictures by G | 1960 0.069 | Manners, William | Father and the angels | 1947 0.066 | Derleth, August William | Place of hawks | 1935 0.061 | Lieberman, Rosalie | The man who sold Christmas | 1957 0.061 | Lardner, Ring | The young immigrunts | 1920 0.055 | Powers, J. F. (James Farl) | Morte d'Urban | 1962 0.052 | Lindop, Audrey Erskine | The Judas figures | 1956 	0.05 | Lewis, Elizabeth Barzditis | Granny eloped : a novelette | 1970 0.049 | Duguid, Julian | Father Coldstream | 1938 0.048 | Frost, Frances | Little fox | 1952 0.048 | Ellis, Robinson | The tenth declamation (pseudo) Qu | 1913 0.046 | Taber, Gladys Bagg | Especially father | 1949 Buck, Pearl S. (Pearl Sydenstr = 0.2% 1924-1970	
aeronautics	technology	0.23	0.462933454506842	0.02380867312164	AUM	23.2548	28.5742	8.16525	0.5514688292509	0.016285619387206	0.020111219682318	0.018226147609679	air plane pilot flying flight engine feet miles radio hundred aircraft its three minutes speed fly five planes engines wing control four force crew below machine above thousand landing first submarine hours right still twenty north get hour commander going ground bridge bomb navy room pilots high just fire take ship ahead airplane line hit turned sky cockpit fuel water course hatch ten flew away six officer position last another 	0.379 | Puget, René | The long haul | 1964 0.364 | Puget, René | The nomads | 1964 0.362 | Bryan, J. (Joseph) | Mission beyond darkness | 1945 0.361 | Forsyth, Frederick | The shepherd | 1976 0.328 | Hoehling, A. A. (Adolph A.) | The Lexington goes down [by] A. A | 1971 0.323 | Lyall, Gavin | The war in the air: the Royal Air | 1968 0.305 | Forester, C. S. (Cecil Scott) | The last nine days of the Bismarc | 1959 	0.305 | Joseph, Mark | To kill the Potemkin : a novel | 1986 0.303 | Forester, C. S. (Cecil Scott) | Hunting the Bismarck | 1959 0.299 | Sanford, Donald S | Midway : a novel | 1976 0.298 | Ziegler, Herman Eugen | Rocket fighter | 1963 0.294 | Brown, Dale | Fatal terrain | 1997 Ellsberg, Edward = 1.27% 1942-1974	A lot of these are especially 'flying in wartime' stories, but perhaps not all of them. In any case 'historical event' and 'technology' are both 'historicized' categories, so it doesn't matter greatly which we choose.
genteel comedy	human institutions, practices, or relationships	0.332	0.464970892629047	0.024108322204327	SDM	22.9182	26.91	2.05675	0.312979261139801	0.012714411306929	0.014554712091887	0.041458167661049	mr man young say himself sir gentleman see mrs miss business morning think good gentlemen yes just looked mind right little made please hand came though know going chair look matter something name office take saw tell heard looking anything friend head great thank sure called hat might moment ever glad thought certainly minutes word better should fact large hands coat quite o'clock sorry may our pocket understand afternoon took 	0.15 | Carleton, Henry Guy | The Thompson Street Poker Club :  | 1884 0.138 | Rosten, Leo Calvin | O K*a*p*l*a*n! My K*a*p*l*a*n! | 1976 0.115 | Trumble, Alfred | The Mott Street Poker Club : the  | 1888 0.092 | Bailey, Arthur Scott | The tale of old Mr. Crow | 1917 0.087 | Stewart, Donald Ogden | Mr. and Mrs. Haddock in Paris, Fr | 1926 0.083 | Stewart, Donald Ogden | Mr. and Mrs. Haddock abroad | 1924 0.081 | Aldington, Richard | Seven against Reeves, a comedy-fa | 1938 	0.081 | Marquand, John P. (John Philli | Think fast, Mr. Moto | 1937 0.08 | Balchin, Nigel | Lightbody on liberty; a novel | 1936 0.08 | Powys, Theodore Francis | The market bell | 1953 0.073 | Powys, Theodore Francis | Mr. Weston's good wine | 1928 0.072 | Tarkington, Booth | Rumbin galleries | 1937 Powys, Theodore Francis = 0.35% 1909-1939	
late-20c spirituality and psychology	uncategorized dimension of style	0.594	0.193691363264475	0.115015791380416	AUM	28.5256	118.0062	15.43325	0.19219362292384	0.098476155139787	0.084527135900425	0.322529783926857	life because being world human these mind own self also sense people point how between does its person such each something become experience fact things part same reality new even different just itself real most words nature kind both death physical another feel form really body question within problem without power work idea living make important man feeling relationship order social understand state possible knowledge whole true simply everything why 	0.48 | Packer, Toni | The work of this moment | 1990 0.406 | Neale, Robert E | The art of dying | 1973 0.396 | Hughes-Calero, Heather | The shamanic journey living as so | 1994 0.396 | Katagiri, Dainin | You have to say something : manif | 1998 0.386 | Loori, John Daido | Mountain record of Zen talks | 1988 0.371 | Kennedy, Eugene C | On being a friend | 1982 0.366 | Caldwell, Robert | The performer prepares | 1990 	0.361 | Jackson, Dawson | Against destruction | 1984 0.33 | Rosner, Stanley | The marriage gap : a psychologist | 1974 0.307 | Ram Dass | Grist for the mill | 1977 0.283 | Boone, J. Allen (John Allen) | You are the adventure! | 1943 0.271 | Gurney, John | Observing Dr. Freud : a sonnet se | 1995 Unknown Author = 0.76% 1962-1987	 
mountains and rough landscapes	physical description	0.409	0.679114953802863	0.025360164036329	AUM	52.2246	25.303	23.64825	0.791643988009961	0.012971482807482	0.065343308104334	0.017495721562085	mountain rock valley mountains rocks feet cave water above cliff below stone side top hills found high far slope its hill sun rocky ground place ridge path foot steep stream edge along camp left climb stones wall made across lay first reached find trail climbed deep came ledge between narrow few see beyond great behind must little cliffs small tent under hundred climbing last end pass distance miles rope point 	0.254 | King, Clarence | Mountaineering in the Sierra Neva | 1901 0.208 | Gillette, Ned | Everest grand circle : a climbing | 1985 0.204 | Ferlet, René | Aconcagua: south face | 1956 0.196 | Yard, Robert Sterling | The top of the continent; | 1917 0.167 | Palmer, Robert | Deep into blue holes : the story  | 1989 0.158 | Frison-Roche, Roger | The grand crevasse, a novel; | 1951 0.157 | Taylor, Peter | Coopers Creek to LangTang II | 1964 	0.153 | Frison-Roche, Roger | First on the rope, a novel | 1949 0.153 | Sack, John | The Butcher; the ascent of Yerupa | 1952 0.144 | Ullman, James Ramsey | The White tower | 1945 0.142 | Moreland, A. Maud | Through south Westland, a journey | 1911 0.135 | Ingersoll, Ernest | An island in the air : a story of | 1905 Grey, Zane = 0.53% 1907-1956	
human bodies and movement	physical description	0.903	0.67884594169297	0.135087041288422	SDM	96.123	45.2452	2.047	0.723488481587982	0.119506029636229	0.144877413346816	0.055494027799093	around head toward hand feet away against turned began face side right pulled behind get across arm forward hands eyes looked felt reached tried voice let held ran until arms moved saw body stopped started onto himself shouted took another door open caught floor still left its legs shoulder stood heard just fell first trying pushed stepped dropped mouth moment slowly breath inside front man ground each wall swung move 	0.232 | Matheson, Richard | The shrinking man | 1956 0.226 | Lederer, William J | The last cruise; the story of the | 1950 0.223 | Riggles, Jon | His cycle master | 1978 0.219 | Matheson, Richard | Ride the nightmare | 1959 0.204 | Revesz, Etta | Hate don't make no noise : anatom | 1978 0.197 | Close, Robert S | The dupe, a story of the sea | 1947 0.193 | Ward, Roger | Holler uncle | 1975 	0.185 | Lathrop, Dorothy Pulis | The skittle-skattle monkey | 1945 0.18 | Rogers, L. K | Dock strip | 1970 0.17 | George, John L. (John Lothar) | Masked prowler, the story of a ra | 1950 0.17 | Stoneley, Jack | Scruffy | 1988 0.165 | Munson, Ronald | Night vision | 1995 Lancaster, Bruce = 0.29% 1959-1985	
human faces and speech	physical description	0.802	0.270901317126054	0.235038892099461	AUM	68.9942	187.3784	2.22325	0.258015330949625	0.215715398897013	0.074365515206845	0.227261776421499	eyes face upon voice hand looked look turned moment smile tone room seemed man himself head glance words looking young expression lips stood suddenly little half its answered spoke chair low added slowly door silence manner air almost while table exclaimed side rose still continued few violet figure returned arm hands asked yes entered know glanced turning drew light something paused passed yet sudden quickly away gaze silent began pale 	0.18 | Young, Ernest A | Only a woman's heart; or Barbara' | 1885 0.176 | Pennoyer, Virginia E | Rodari, sculptor | 1901 0.168 | Isham, Frederic Stewart | Black Friday | 1904 0.163 | Korolenko, Vladimir Galaktiono | The blind musician | 1890 0.162 | Dickens, Mary Angela | Some women's ways | 1896 0.161 | Fox, John | A mountain Europa | 1899 0.155 | Saunders, Marshall | Charles and his lamb; | 1895 	0.154 | Isham, Frederic Stewart | Under the rose | 1903 0.153 | Cable, George Washington | Madame Delphine | 1881 0.151 | Walloth, Wilhelm | Empress Octavia; a romance of the | 1900 0.148 | Harte, Bret | By shore and sedge | 1885 0.145 | Harte, Bret | On the frontier | 1884 Harte, Bret = 1.07% 1888-1902	
Jews and Judaism	nationalities, regions, or ethnicities	0.126	0.669554639866501	0.014593466990072	Inconclusive	51.3376	25.4066	1.69925	0.686519732106821	-0.004357396214909	0.142621784361384	0.065109254959124	jews jew jewish rabbi israel even jerusalem synagogue god hebrew eyes sabbath people day how neal children father law world also why such son name came yiddish himself should house city palestine asked street holy among messiah levy great ghetto beard prayer heart torah already become wife family head became words gentile our though let home land brought stood community america word temple christian passover high sat heard talmud rabbis 	0.249 | Grade, Chaim | The sacred and the profane : thre | 1982 0.242 | Grade, Chaim | Rabbis and wives | 1982 0.215 | Singer, Israel Joshua | Yoshe Kalb | 1944 0.214 | Wiesel, Elie | The Golem : the story of a legend | 1983 0.209 | Grade, Chaim | The agunah | 1974 0.177 | Asch, Sholem | Kiddush Ha-Shem; an epic of 1648 | 1926 0.169 | Peretz, Isaac Leib | The I.L. Peretz reader | 1915 	0.163 | Rothberg, Abraham | The sword of the golem | 1970 0.161 | Asch, Sholem | Tales of my people | 1948 0.16 | Asch, Sholem | The Nazarene | 1939 0.16 | Asch, Sholem | The apostle | 1943 0.152 | Peretz, Isaac Leib | Selected stories | 1915 Asch, Sholem = 6.63% 1933-1981	
verbs of speech	human institutions, practices, or relationships	0.644	0.702573930525225	0.153452717490097	AUM	88.0232	37.1638	0.0612345	0.663718152184199	0.140059659114637	0.117012948266852	0.059159822786958	asked replied answered cried exclaimed added continued remarked returned why yes declared inquired how us demanded laughed see explained oh began repeated am know suggested reply observed agreed must interrupted while shall retorted murmured called turned voice let tell whispered our may soon moment does however head announced protested once admitted entered find told appeared followed smiled tone rose responded answer looked turning shook just yet muttered suddenly should mean 	0.118 | Tomlinson, Paul Greene | The strange gray canoe | 1916 0.117 | Kay, Ross | The go ahead boys in the island c | 1916 0.117 | Garis, Howard Roger | The Camp fire girls, or, The secr | 1913 0.116 | Dowd, Emma C | Playtime games for boys and girls | 1912 0.108 | Cobb, Thomas | A man of sentiment : a novel | 1902 0.105 | Phillpotts, Eden | The bronze Venus | 1921 0.105 | Davis, Richard Harding | Vera the medium | 1908 	0.103 | Farjeon, Joseph Jefferson | No. 17; [a novel, based upon the  | 1926 0.102 | Philips, Page | At bay : a novel | 1914 0.102 | Stewart, Donald Ogden | Father William : a story of fathe | 1929 0.101 | Drake, Robert L | The boy allies under the sea, or, | 1916 0.099 | Hope, Laura Lee | The Bobbsey twins of Lakeport | 1904 Oppenheim, E. Phillips (Edward = 0.5% 1907-1920	
late-19c realism	genre	0.539	0.743903177137355	0.134525052650095	SDM	118.2688	39.5174	1.1345	0.354712391329405	0.110600017213206	0.056586074763635	0.108870233086611	mrs oh little know think dear should ca good see poor say yes old mother how must anything just thing why make such shall things cried want upon suppose mr take wo get ought going look let away great does better always herself people girl made went quite sure ever thought something mean put came enough course till got might tell miss feel young nothing kind may give own everything 	0.302 | Bjørnson, Bjørnstjerne | A gauntlet, being the Norwegian d | 1894 0.236 | Lothrop, Harriett Mulford Ston | Five little Peppers grown up | 1893 0.198 | Howells, William Dean | Indian summer | 1885 0.192 | Howells, William Dean | The rise of Silas Lapham | 1885 0.191 | Howells, William Dean | The elevator : farce | 1885 0.191 | Howells, William Dean | A likely story; | 1885 0.187 | Howells, William Dean | Indian summer. Introd. and notes  | 1920 	0.185 | Coleridge, Christabel R. (Chri | Amethyst; the story of a beauty | 1892 0.179 | Howells, William Dean | Annie Kilburn | 1888 0.179 | Plympton, A. G. (Almira George | The Mary Jane papers, a book for  | 1884 0.175 | Winter, John Strange | Marty, a novel | 1903 0.174 | Sidney, Margaret | Hester : and other New England st | 1886 Howells, William Dean = 1.86% 1886-1902	
late-20c satire and cynical comedy	genre	0.759	0.29135411074839	0.367049338036091	AUM	97.4322	239.4046	40.83725	0.477702806653996	0.348472943074333	0.251119843461535	0.243492289303025	just re really how around maybe get new know think phone going something even people right okay want call look someone got mean oh room life love next actually lot doing called years good movie real apartment say kids hair being thing does getting sure tv kind year trying still television probably big those having little black everyone finally york couple work sex another show wearing women these feel living 	0.289 | Ellis, Bret Easton | Glamorama : a novel | 1999 0.266 | Strohmeyer, Sarah | Barbie unbound : a parody of the  | 1997 0.263 | Eidus, Janice | Urban Bliss | 1994 0.237 | Hauck, Charlie | Artistic differences | 1993 0.237 | Wagner, Bruce | I'm losing you | 1996 0.236 | Fisher, Carrie | Postcards from the edge | 1987 0.234 | Ellis, Bret Easton | The rules of attraction | 1987 	0.232 | Claxton, William | Laugh : portraits of the greatest | 1999 0.225 | Finnamore, Suzanne | Otherwise engaged | 1999 0.224 | Block, Valerie | Was it something I said? | 1998 0.222 | Whisnant, Luke | Watching TV with the Red Chinese | 1992 0.219 | Flanagan, Bob | The pain journal | 1996 Ellis, Bret Easton = 0.45% 1987-1997	Very clearly a genre; look at the high number of rank-1 docs, tight focus on the timeline, and strong similarities among the top 7 books.
dialogue 	uncategorized dimension of style	1.205	0.650572033632654	0.021757242951843	AUM	64.6524	35.9184	0.613783	0.482270869812802	-0.001680722299745	0.040172558197917	0.036868609066676	yes oh know why how say see just tell right ah mean think must these course good am nothing look something thing really please yet let those such should thought understand dear perhaps sure want thank quite does another still true matter ask remember name hear eh mind call once heard ha things same listen god word old yourself friend indeed suppose last else believe away saying kind certainly i 	0.229 | Unknown Author | Formal investigation into the los | 1912 0.161 | Bjørnson, Bjørnstjerne | A gauntlet, being the Norwegian d | 1894 0.15 | Hamilton, Hutton C | Martha | 1894 0.128 | Nirdlinger, Charles Frederic | The world and his wife | 1908 0.12 | Masson, Thomas Lansing | The New Plato : or, Socrates redi | 1908 0.118 | Allen, Marie T. [from old cata | Bobs and nabobs | 1882 0.116 | Milne, A. A. (Alan Alexander) | Winnie-the-Pooh and some bees | 1946 	0.115 | Farnol, Jeffery | Another day | 1929 0.115 | Gallo, Philip | Some roses | 1983 0.115 | Barns, Charles Edward | A Venetian study in black and whi | 1889 0.114 | Fisk, May Isabel | The talking woman : monologues | 1907 0.11 | Plato | Symposium and other dialogues | 1964 Lincoln, Joseph Crosby = 0.23% 1911-1962	
e20c children's literature and primers	genre	0.283	0.671069680292181	0.004265559153194	AUM	4.2416	2.0638	0.438	0.486771457784864	-0.002829865627768	0.001956723864249	0.002067252725428	little old great cried good tree see how away gypsy poor cat oh just day began soon came mouse shall once fairy saw water giant must head bird home last eat ran upon quite crow beautiful find thought ever round flew found went goat big world heard make bear hare dear made till get white wood such fast frog fly tail rabbit hole three let many birds morning give story 	0.562 | Robbins, May | The new Barnes readers, primer :  | 1916 0.451 | Young, Ella Flagg | The Young and Field literary read | 1914 0.425 | Davidson, Edith B | Nibbles Poppelty-Poppett | 1911 0.397 | Howard, Frank Ward | Banbury cross stories | 1909 0.381 | Dyer, Ruth O | What happened then stories | 1918 0.379 | Elson, William H. (William Har | Elson-Runkel primer | 1914 0.374 | Burgess, Thornton W. (Thornton | Mother West Wind's children | 1911 	0.362 | Gruelle, Johnny | Raggedy Ann's wishing pebble | 1925 0.351 | Unknown Author | The Treasury of pleasure books fo | 1880 0.337 | Karrik, Valerïan Vil'i͡amovich | More Russian picture tales | 1914 0.334 | Baum, L. Frank (Lyman Frank) | The wizard of Oz waddle book | 1919 0.333 | Unknown Author | In the nursery of my bookhouse | 1920 Unknown Author = 3.52% 1900-1922	
